ID,Date,Text,Category
87,2023-12-07 21:38,"לקראת חנוכה פתחתי פעילויות קלילות ומעשירות לילדים בגילאי 7-17 בתשלום כפי יכולת 😃
קישור לקבוצת פעילויות לילדים ונוער 👇🏼
 https://chat.whatsapp.com/GMkndSXIGTCDsMNv87Ms9g
הרשמה לפעילויות 👇🏼
 https://affiliate.notion.so/7-17
סדנאות וקורסים למבוגרים👇🏼
 https://bit.ly/henryaiclass
שיהיה ערב שקט
הנרי",קורסים
88,2023-12-11 20:46,"ערב טוב וחג שמח 🪄
הפודקאסט השבועי, מבית אינטל(יגנציה מלאכותית) 👇🏼
 https://open.spotify.com/episode/3sJYu30y7Rl5grBEFanurp?si=wGUYfKyHRJWfxfNeSMkFRQ&utm_source=copy-link
מרתק וכיף 😃

אם אתם עדיין לא באחת מקבוצות העדכונים השקטות בווצפ בהן אני שולח עדכונים מדריכים ותכני בינה מלאכותית זה הזמן להצטרף 👇
 https://chat.whatsapp.com/EmhZGkQ0GpvLZU5mnEny4V
קישור לרכישת הקלטות ב 25% הנחה 👇🏼
 https://pay.sumit.co.il/25696t/4fzojv
חג שמח ומלא אור 🕎
הנרי",אפלקציות
89,2023-12-12 19:20,"ערב טוב וחג שמח🕯️
רוצים להנות מהיתרונות של GPT4 ללא תשלום וללא רשימת המתנה? 👇🏼
 https://mindos.com/invite/c1n9mdc2bc5ee
יאפשר לכם ליצור להתכתב וליצור בוטים חכמים עם מגוון פיצ'רים: הקלדה ומענה קולי(באנגלית), יצירת תמונות, חיפוש באינטרנט, אוטומציות ועוד המון כלים.
עם ההרשמה תוכלו ליצור לעצמכם עוזר אישי ותקבלו 250 קרדיטים. שליחת הודעה עולה קרדיט יחיד. בתכנית החינמית תקבלו כל חודש 100 קרדיטים💫
ניתן לשלוח ולקבל הודעות בעברית, האתר עובד הכי טוב במחשב אבל נתמך גם בנייד 📱
קישור לרכישת הקלטות ב 25% הנחה 👇🏼
 https://pay.sumit.co.il/25696t/4fzojv
שיהיה ערב טוב ושקט🙏🏻
הנרי",כלי בינה
90,2023-12-13 21:53,"ע ר ב   ט ו ב   ו ח ג   ש מ ח   🕎
 א נ י   מ ש ת ד ל   ל י צ ו ר   ו ל ה ב י א   ל כ ם   ת ו כ ן   ו כ ל י ם   מ ד ו י ק י ם   ו ש י מ ו ש י י ם   💡
 א ש מ ח   מ א ו ד   א ם   ת ו כ ל ו   ל ש ל ו ח   א ת   ה ה ו ד ע ה   ה ב א ה   ל מ כ ר י ם   ו א . נ ש י ם   נ ו ס פ י ם   🙏 🏻",שונות
91,2023-12-13 21:53,"סקרנים לגבי בינה מלאכותית, Chat GPT 🤖 וכלים נוספים?
רוצים לשלב כלי בינה מלאכותית ואוטומציות ביום יום ובעבודה  📈  לחסוך זמן יקר ואנרגיה ⏳?
מוזמנים.ות להצטרף *לקבוצה שקטה בווצאפ*👇🏼
 https://chat.whatsapp.com/EmhZGkQ0GpvLZU5mnEny4V
 בה אשתף הסברים פשוטים כלים ומדריכי בינה מלאכותית💡
האתר שלי👇🏼
 https://bit.ly/henryAi
מצפה לראותכם,
הנרי. 😃",כלי בינה
92,2023-12-17 21:38,"שבוע טוב 🐼
בימים הקרובים אפרסם סדרת מאמרים עוקבים. החלק הראשון עוסק בקונספט של קוד פתוח בעולמות התוכנה 🔓

קוד פתוח הוא מודל ייחודי לפיתוח תוכנה בשיתוף פעולה המוני. שלא כמו בפיתוח קוד סגור ומסחרי, בקוד פתוח הקוד המקורי שמריץ את התוכנה מפורסם וזמין באינטרנט לכל אחד להורדה, עיון, שינויים והפצה מחדש ללא תשלום.

זה מאפשר למפתחים מכל העולם לתרום ולשתף פעולה בבנייה משותפת של פרויקטי ענק שונים. חלק מהפרויקטים הבולטים והמצליחים ביותר כיום מבוססים על קוד פתוח, למשל מערכת ההפעלה אנדרואיד ודפדפן האינטרנט Firefox.

למה זה מעניין ואיך כל זה קשור לבינה מלאכותית?
על כך ועוד בימים הבאים..

האתר החדש שלי👇🏼
 https://bit.ly/henryAi ",שונות
93,2023-12-17 21:38,"שימו ❤️
השבוע יתקיימו סדנאות בתשלום לפי יכולת 😱
שלחו לחברים ☄️
לבחירת סכום תשלום:
בנייד- בחלק העליון של הדף לחצו על ""פרטים"" ואז סמל העיפרון והזינו סכום.
במחשב- לחצו על סמל העיפרון ושנו את הסכום.

יום ג' 19.12 בשעה 19:00 סדנת מבוא לGPT ובינה מלאכותית - הסדנה מיועדת לאנשים עם מעט או ללא נסיון בבינה מלאכותית או כאלה הרוצים להעמיק את הבנתם 👇🏼
 https://pay.sumit.co.il/25696t/49h7h5/4v491d/payment
יום ד' 20.12 בשעה 19:00
סדנת יצירת מערכי שיעור בבינה מלאכותית לאנשי חינוך והקהל הרחב - בסדנה אציג תהליך מקיף ופשוט ליצירת תוכן ומערכי שיעור בבינה👇🏼
 https://pay.sumit.co.il/25696t/4sjy7d/4vumwz/payment
יום ה' 21.12 בשעה 19:00 המפגש הראשון בקורס המקיף על תכנת העיצוב הגרפי החינמית Canva - במפגש זה נכיר את התוכנה וניצור את העיצוב הראשון שלנו, פלייר, פוסט או לוגו. הקורס מורכב משלושה מפגשים וזה המפגש הראשון, ניתן להרשם לכל מפגש בנפרד או לקורס כולו בעלות מוזלת. פרטים נוספים והרשמה 👇🏼
 https://pay.sumit.co.il/25696t/4bihqq
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://bit.ly/aiclasses ",סדנאות
94,2023-12-18 22:06,"ערב טוב😃
אתמול כתבתי לכם קצת על קוד פתוח.
מודל משמעותי מאוד בקוד פתוח הוא
Stable Diffusion 🌀
שפורסם בשנת 2022 המאפשר יצירת תמונות ויזואליות על פי קלט טקסטואלי ועוד. הוא מאפשר למשתמשים ליצור ולערוך תמונות בצורה חופשית וזמינה באמצעות שימוש בתיאורים טקסטואליים. המודל שוחרר לציבור תוך שיתוף פעולה של מספר חברות עם תמיכת גופי מחקר. הקוד הפתוח אפשר למודל להתפתח במהירות ולמעשה הוא עומד מאחורי כמה ממחוללי התמונה הפופולריים (Leonardo, Clipdrop, PromeAi)
יש המון מה לומר על קוד פתוח בכלל ועל
 Stable Diffusion
בפרט אבל נשאיר קצת להמשך.
מצרף מדריך ששלחתי בעבר לשימוש בו דרך דיסקורד במחשב או בפלאפון👇🏼
 https://youtu.be/fWDdKoBSgs4?si=bpibgpwqWpCvTlLe
שימו 🩷 שהסטייבל עובד רק באנגלית. בהמשך אשתף עוד על פלאי הסטייבל 🐎
 Henryai.online ",מדריכים
95,2023-12-25 21:20,"שימו 💌
*מחר יום ג' בשעה 19:30*
אקיים סדנת יצירה ועריכת תמונות.
בסדנה נלמד כיצד ליצור לערוך תמונות / יצירות גרפיות בקלות ובמקצועיות😃
נכיר את מחולל התמונות העוצמתי Firefly וחלופות חינמיות נוספות.
אם אין לכם נסיון ביצירת תמונות, או שאתם רוצים לשפר ולדייק את כישורי יצירת התמונות הסדנה הזו בשבילכם🦚
משך הסדנה 75 דקות.

בעקבות בקשות שהופנו אליי יצרתי עבורכם סדנת כתיבת ושיפור קו''ח באמצעות בינה 🪄
*המועד הראשון יתקיים בשבוע הבא ביום ב' 02.01.24 בשעה 19:00 משך הסדנה 60 דקות.* 😃
הקלטה וסיכום סדנה ישלחו לכל הנרשמים לאחר המפגש.
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://bit.ly/aiclasses
שיהיה ערב שקט
הנרי",כלי בינה
96,2023-12-27 21:29,"הזדמנות אחרונה להצטרף למפגש יצירה ועריכת וידאו בקנבה מחר יום ה' בשעה 19:00 👇🏼
 https://pay.sumit.co.il/25696t/4bihqq/4bii5t/payment/
משך המפגש 75 דקות. לאחר המפגש הקלטה תישלח לכל הנרשמים 🎥
במפגש נראה כיצד ליצור ולערוך סרטוני ריילס יוטיוב הזמנות ועוד 🪄
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://bit.ly/aiclasses ",סדנאות
97,2023-12-27 21:29,"אני חושב שהרבה א.נשים מוצפים מכמות כלי הבינה ולא ככ יודעים מי ומה 😐
לצורך זה יצירתי תצוגה חדשה בטבלת הכלים שלי עם כלים נבחרים. כלים שאני מאוד אוהב ומשתמש בהם המון, הטבלה ועוד המון דברים טובים זמינים בקישור שבתאורי קבוצות הווצפ שלי, בנוסף מצרף קישור למדריך לשימוש בטבלה 👇🏼
 https://youtu.be/ultqhPpEaao
וקישור לטבלה עצמה 👇🏼
 Https://affiliate.notion.so/aitool
תהנו ושתפו עם חברים.ות
הנרי",מדריכים
98,2024-01-01 22:34,"ערב טוב ושנה אזרחית טובה 🥳
בחיים בכלל ועם בינה מלאכותית בפרט ביקורתית זה חשוב.
ממליץ על הפודקאסט ''בינה וקוץ בה'' של מדע בגובה האוזניים בהקשר הזה👇🏼
 https://open.spotify.com/episode/0lf19P3ErYhJrVsTnpo7qU?si=Uju8Si3eTWCq2VY7L_RStw&utm_source=copy-link ",שונות
99,2024-01-01 22:35,"*שימו לב השבוע ביום ה' 04.01.24 בשעה 19:00*
מפגש אחרון בקורס המתומצת על קנבה. המפגש יתמקד בשימוש מתקדם בתוכנה המופלאה:
- פיצ'רים של בינה מלאכותית
- טיפים מתקדמים
- עבודה עם פלטת צבעים
ועוד
משך המפגש 75 דקות, הקלטה וסיכום סדנה ישלחו לכל הנרשמים לאחר המפגש 🤟🏻
פרטים נוספים והרשמה 👇🏼
 https://pay.sumit.co.il/25696t/4bihqq/4bii4c/payment/
בנוסף ביום חמישי בצהריים מועד נוסף לסדנת המצגות ושבוע הבא ביום א' שימוש פרקטי ומתקדם בGPT ודומיו ועוד המון סדנאות וקורסים נפלאים 😇
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://bit.ly/aiclasses
ערב שקט
הנרי",סדנאות
100,2024-01-02 20:53,"ערב טוב 😃
בא לכם.ן ליצור מוסיקה ושירים צ'יק צ'ק ולגמרי בחינם?
יצרתי עבורכם מדריך בדיוק לזה 👇🏼
 https://youtu.be/nXeqBdmohyI?si=oTaBDcDAq0nMH77y
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://bit.ly/aiclasses
תהנו ושתפו עם חברים.ות
 Henryai.online
😃",מדריכים
101,2024-01-04 09:27,"אתם כבר משתמשים בקנבה ורוצים לדעת טיפים מתקדמים לעריכה, שימושי בינה מלאכותית, ואפליקציות נלוות?  מוזמנים להצטרף למפגש האחרון בקורס הקנבה שיתקיים *מחר יום ה' בשעה 19:00🪄*
הקלטה וסיכום ישלחו לכל הנרשמים לאחר המפגש 😃
פרטים נוספים והרשמה👇🏼
 https://pay.sumit.co.il/25696t/4bihqq/4bii4c/payment
קישור לרכישת הקלטות ב 25% הנחה 👇🏼
 https://pay.sumit.co.il/25696t/4fzojv
שיהיה ערב שקט
הנרי",קורסים
105,2024-01-08 03:20,"שבוע טוב
בהמשך לסדרת המאמרים על קוד פתוח וסטייבל דיפיוז'ן
המודל האחרון של סטייבל דיפיוז'ן ששוחרר בנובמבר - Stable Diffusion XL Turbo מאפשר יצירה ועריכה של תמונות באמצעות שרבוט ידני ופרומפט בטקסט יחד
ניתן להשתמש בפיצ'ר בכלים שונים ביניהם לאונרדו וגם בכלי הזה👇🏼
 https://www.freepik.com/pikaso
הכלי מבין אנגלית בלבד וניתן ליצור כמות מסוימת חינם כל יום. תומך במחשב או בפלאפון (צריך להחזיק את הפלאפון במאוזן)
מדריך מצולם לכלי 👇🏼
 https://youtu.be/uu5wgXBiaxU?si=uJvraCvNsyF7tXO8
תהנו ושתפו עם חברים.ות
י  Henryai.online ",מדריכים
106,2024-01-08 03:20,"ביום שלישי הקרוב תפתח ההרשמה לקורס בינה מלאכותית לאדריכלות ועיצוב פנים, בקהילת הווצאפ היעודית לאדריכלים אפרסם קוד הנחה משמעותי לקורס.
אם יש לכם חברים.ות אדריכלים / מעצבי פנים מוזמנים לשלוח להם הודעה זו שיהנו גם הם מההנחה וכמובן מהקורס.

קישור לקבוצת אדריכלות ועיצוב פנים בבינה מלאכותית👇🏼
 https://chat.whatsapp.com/JqcPhNaWGDc7wVDqn68g1m ",כלי בינה
107,2024-01-08 22:07,"מכירים לוח גאנט? קבלו אחד מופלא בתחתית 👇🏼😃
למי שלא מכיר:
לוח גאנט הוא כלי חזותי 📈 לניהול פרויקטים שמראה בצורה ברורה את לוחות הזמנים, התלות בין משימות והסטטוס הנוכחי של הפרויקט. הלוח מורכב מעמודות אופקיות שמייצגות משימות, כאשר אורך העמודה מסמל את משך המשימה.
לוחות גאנט פותחו בין 1910 ל-1915 על ידי הנרי 😉 גאנט כדי למדוד פרודוקטיביות וביצועים של עובדים. הם סיפקו שיפור משמעותי בהשוואה לכלי התכנון שהיו קיימים קודם.📊
לוחות גאנט הם דרך נפלאה לסדר ולארגן פרויקטים, משימות וכל דבר בחיים 😱
תרגמתי עבורכם לוח נהדר בתוך פלטפורמת Notion (בה גם יצרתי את טבלת כלי הבינה הדינמית שלי)
ניתן לצפות בלוח בתצוגות שונות לפי תאריך ועוד, והוא פתוח להעתקה 🪄 קישור ללוח 👇🏼
 https://affiliate.notion.so/hebgantt
אם אתם רוצים לסדר ולארגן את העשייה והחיים שלכם.ן  🧮
מוזמנים להצטרף לקורס המקיף שלי על Notion הקורס כולל 3 מפגשים בימי ד' בשעה 19:00 החל מיום ד' הקרוב 10.01, אורך כל מפגש 75 דקות. פרטים נוספים והרשמה לקורס 👇🏼
 https://pay.sumit.co.il/25696t/4bjfpa/
נתראה שם
הנרי",כלי בינה
108,2024-01-09 21:45,"הפודקאסט השבועי, של מדברימדע👇🏼
 https://open.spotify.com/episode/0sFYUbyMLGZMi7RXzLThrG?si=-DGb-Jo2RXiSBmrWaOvJaA&utm_source=copy-link
מה דעתכם? זו המהפכה התעשייתית הרביעית?
תהנו ותחכימו 🤟🏻
מזכיר שמחר בשעה 19:00 מתחיל קורס ניהול מידע ופרויקטים ב Notion, מוזמניםות להצטרף 😃
פרטים נוספים והרשמה לכל הסדנאות והקורסים 👇🏼
 https://bit.ly/aiclasses
שיהיה ערב שקט
הנרי",קורסים
109,2024-01-16 22:05,"בא לכם שיר חדש של אריק איינשטיין?
הרבה שאלו אותי איך אפשר לשכפל קול *בעברית*, הכלי היחיד שאני מכיר זה 👇🏼
 https://www.app.kits.ai/?via=22AI
אם ידוע לכם על כלי נוסף שתומך בשכפול רוח בעברית אשמח לשמוע (תרתי😜)
הכלי כולל כמה פיצ'רים בהקשר של סאונד ועם מינוי בתשלום ניתן גם לשכפל קול בעברית על בסיסי הקלטה, אם אתם רוצים קריינות רגילה בעברית או אנגלים יש לא מעט כלים לכך גם ללא תשלום, בטבלת הכלים שלי יש תגית ""טקסט לשמע""
קישור לטבלת כלי הבינה👇🏼
 https://affiliate.notion.so/aitool
תהנו ושתפו עם חברים.ות
ערב שקט  Henryai.online
🪄",כלי בינה
110,2024-01-22 21:49,"תקווה לאביב יפה שיבוא 🌾
ביקשתם עוד תוכן על ווידאו👇🏼
 https://app.pixverse.ai
יכול ליצור עבורכם סרטונים מרהיבים ואפילו מטקסט בעברית, לגמרי חינם 😃
הכלי קל לשימוש, לוחצים על כפתור ה Creat בראש האתר ומתחילים ליצור, ניתן להתחיל מתמונה קיימת או טקסט בלבד. לבחור יחסי רוחב גובה שונים וגם סגנון ראליסטי /אנימציה 3D/ אנימה, ניתן לכתוב מה לא תרצו שיופיעו בוידאו (פרומפט שלילי) ועוד. הסרטון שמתקבל באורך של 4 שניות וללא סאונד, (ניתן להאריך ולהוסיף סאונד בכלי עריכת וידאו שונים, Capcut למשל), ביחס לכלי יצירת וידאו הכלי נותן תוצאות נהדרות.
יש לכלי גם שרת דיסקורד🦾

אני משתדל ליצור ולהביא לכם תוכן איכותי ומותאם, כדי שאוכל לעשות זאת אשמח מאוד אם תתמכו בעשייה שלי בסכום חודשי קטן 🙏🏻
זה יעזור לי ליצור יותר תוכן ללא תשלום 📈
לתמיכה בעשייה ובקהילה👇🏼
 https://pay.sumit.co.il/25696t/4nqbw3
שיהיה ערב שקט ונעים
הנרי -  Henryai.online ",כלי בינה
111,2024-01-25 21:28,"הפודקאסט השבועי 👇🏼
 Https://open.spotify.com/episode/4Bqv9LBa7S8vvc4OoY4x0g?si=NRlKu8z6QsaI0NsPrcjtug&utm_source=copy-link
עירית שדות מארחת את מיקי פרנקל. שיחה מרתקת על בינה מלאכותית ופסיכולוגיה, בהחלט נקודת מבט מרתקת, ביקורתיות זה תמיד חשוב, בפרט עם בינה מלאכותית 🤖",שונות
112,2024-01-25 21:29,"שבוע הבא מתחיל קורס אדריכלות מקיף, סדנת כתיבת קורות חיים ועוד המון דברים טובים
קורסים וסדנאות למבוגרים 👇🏼
 https://bit.ly/aiclasses
פעילויות לילדים ונוער 👇🏼
 https://pay.sumit.co.il/25696t/4qtlvg/
ויש גם הקלטות ללא לייב ב25% הנחה 👇🏼
 https://pay.sumit.co.il/25696t/4fzojv
שנשמע בשורות טובות 💛
הנרי",קורסים
113,2024-02-08 18:17,https://marketing.walla.co.il/item/3642526,שונות
114,2024-02-16 14:10,"עדכונים נחמדים
חברת OpenAI האמא של GPT הכריזה על מחולל וידאו מטקסט בשם Sora שמציג יכולות מרשימות מאוד, המחולל עדיין לא זמין לקהל הרחב אבל זו התפתחות דרמטית, דוגמאות לתוצרים 👇🏼
 https://twitter.com/ProperPrompter/status/1758210031684579715

חברת  stability.ai  שאחראית לסטייבל דפיוזן משחררת מודל חדש בשם Stable Cascade ליצירת תמונות, המודל יוצר תמונות מדויקות יותר בזמן קצר יותר ועוד שיפורים, המודל זמין כעת לשימוש לא מסחרי, כתבה על המודל 👇🏼
 https://www.gadgety.co.il/322557/stable-cascade-announced
קישור לקבוצה השקטה עם עדכונים וטיפים על בינה המלאכותית בווצאפ👇🏼
 https://chat.whatsapp.com/ExPMeXpDypDApvH6R2jCrU
תהנו, צרו מלא דברים טובים
סופ""ש נעים 💛
הנרי",כלי בינה
115,2024-02-21 12:14,"פורמט *Markdown* הוא פורמט עיצוב טקסט פשוט לקריאה וכתיבה שמאפשר עיצוב בסיסי של טקסט באמצעות סימונים פשוטים, למשל * * בתחילת וסוף מילה או משפט *כדי ליצור לה הדגשה.*
מרקדאון נוח לשימוש ומאפשר יצירת תוכן מעוצב בקלות. 🪄
איך זה קשור לבינה מלאכותית? 🤖
בהתכתבות הבאה שלכם עם מודל שפה (GPT למשל) פשוט בקשו ""הצג את זה בפורמט Markdown"" ותקבלו טקסט מעוצב 🤩
שימו 🩷 שפורמט המרקדאון נתמך ברוב האתרים והתוכנות אך לא בכולם☝🏻
תהנו, תעצבו ושתפו עם חברים.ות 📩
ערב שקט 💛
הנרי -  Henryai.online ",שונות
116,2024-02-28 20:46,"עדכון לאפליקציית התמונות במחשבי ווינדוס (windows) 10 ומעלה.
""מחיקה גנרטיבית"" המאפשרת להסיר אובייקטים לא רצויים מתמונות בקלות ובצורה ריאליסטית.
בנוסף, לאחרונה נוספו תכונות בינה אחרות לאפליקציה - טשטוש רקע, הסרה והחלפת רקע.
התכונות זמינות עבור מכשירים עם מעבד Arm64 עם מערכת הפעלה ווינדוס 10 ומעלה.
כדי להשתמש במחיקה הגנרטיבית, פשוט פתחו תמונה באפליקציה העריכה המובנית במחשב הווינדוס, בחרו באפשרות ""מחיקה"" וסמנו מסביב לאובייקטים אותם תרצו להסיר. והאפליקציה תסיר אותם בצורה ריאליסטית.
כעת ניתן לערוך ולשפר תמונות בקלות רבה יותר באפליקציית התמונות המובנית של הווינדוס.
הכתבה הרשמית עם מדריכי שימוש מצולמים 👇🏼
 https://bit.ly/3SZVVfA
הקלטות של סדנאות וקורסים ב 25% הנחה 👇🏼
 https://pay.sumit.co.il/25696t/4fzojv
תהנו ושתפו עם חברים.ות
הנרי 💛",עדכונים
117,2024-03-03 21:45,"הכלי הפשוט 👇🏼
 https://www.speakatoo.com
ימיר עבורכם טקסט לשמע או במילים אחרות יקריין עבורכם בקלות ובחינם, הכלי תומך בעברית וכולל תוכנית חינמית לא רעה מחירים נוחים מאוד
קישור לקבוצה השקטה עם עדכונים וטיפים על בינה המלאכותית בווצאפ👇🏼
 https://chat.whatsapp.com/ExPMeXpDypDApvH6R2jCrU
תהנו ושתפו עם חברים.ות
הנרי -  💛",כלי בינה
119,2024-03-03 21:46,"נפתחה ההרשמה לשיעור הכרות מוזל לקראת קורס מקיף על בינה מלאכותית לילדים.ות ונוער בגילאי 11-15 🪄⛵
בואו להנות ולהחכים 👩🏼‍🎓
ניתן לבחור בין שני מועדים לשיעור ההכרות המוזל, פרטים נוספים והרשמה 👇🏼
 https://henrystauber22.wixsite.com/henryai/ai-kids ",קורסים
120,2024-03-04 17:28,"עדכון משמעותי מהרגע למודל שפה שהוא אח יקר 🤖🪄
חברת Anthropic עדכנו את קלוד ( claude.ai ) שהוא כלי נהדר לכתיבה, עריכה ועיבוד טקסט ל Claude 3.

הדור החדש מביא שיפורים גדולים. כעת יש 3 גרסאות עם זמינות ושימושים שונים למודל (חזק בינוני וחלש). המודלים החדשים יכולים לעבד מידע ארוך הרבה יותר ולתת תשובות מדויקות יותר, עם פחות טעויות והטיות. חידוש מרכזי הוא היכולת לקרוא ולהבין תמונות, גרפים וחומר ויזואלי מגוון נוסף. הם גם אינטליגנטיים וחכמים יותר באופן כללי בהשוואה לדורות קודמים, קיבולת הטוקנים (כמות המידע שהמודל יכול לעבד) היא 200,000 ובמקרים מסוימים אף מיליון. 😱
במקביל, ישנה התמקדות בנושאי אחריות ואתיקה כדי לשמור על בטיחות השימוש במודלים המתקדמים האלה.
העדכון שינה קצת את הממשק של קלוד וזמין ברוב הארצות ביניהן ישראל, פשוט כנסו ל  claude.ai  ותוכלו להתכתב עם המודל העדכני.
 הכתבה הרשמית על העדכון 👇🏼
 https://www.anthropic.com/news/claude-3-family
תהנו, צרו תוכן מדהים ✌🏻
הנרי -  Henryai.online  💛",עדכונים
121,2024-03-11 21:10,"הכלים הנבחרים שלי להכתבה(שמע👄 לטקסט📝)
כל הכלים ברשימה חינמיים ותומכים בעברית 🤟🏻

סרטונים וקבצי שמע 👇🏼
 https://listenmonster.com
מאפשר להעלות קבצי וידאו או אודיו עד משקל 10Mb ללא הרשמה ו50Mb אם תפתחו חשבון (באמצעות מייל, ההרשמה דרך גוגל תקולה) ולתמלל אותם במהירות. יתרונות:
מקבל קבצי אודיו ווידאו.
נמדד במשקל ולא באורך הקובץ.
מאפשר יצירת כתוביות (srt).

סיכומים, תרגום ופתקים 👇🏼
 https://audionotes.ai/?via=AI22
מאפשר להקליט או להעלות קובץ שמע, 3 דקות ללא הרשמה, 6 דקות אם תפתחו חשבון, הכלי יכול גם ליצור סיכום חכם בסגנונות שונים או לתרגם ישירות מההקלטה.
יתרונות:
תרגום.
הקלטה או קובץ שמע.
סיכום חכם.

הכתבות ארוכות במחשב 👇🏼
 https://docs.google.com
כולל אפשרות להכתבה ישירה *במחשב,* פתחו כל מהיכנסו ל Tools < Voice Typing (כלים > הקלדה קולית), פיצ'ר דומה קיים גם בתכנת Word.
יתרונות:
הכתבה ללא הגבלה.

הכתבה ארוכה בנייד👇🏼
 https://play.google.com/store/apps/details?id=com.google.android.inputmethod.latin
מקלדת גוגל שלרוב מובנית במכשירי אנדרואיד (פיצ'ר דומה קיים גם במקלדת ומכשירי אפל) מאפשרת הכתבה ארוכה, פשוט לחצו על סמל המיקרופון שבחלק העליון של המקלדת והתחילו להכתיב
יתרונות:
זמין בכל מקום בנייד.
הכתבה ללא הגבלה.

במאגר כלי הבינה שלי 👇🏼
 https://affiliate.notion.so/aitool
יש תגית בשם ""טקסט לשמע"" בה תוכלו למצוא כלים נוספים

אם אתם.ן נהנים מהתכנים שלי אשמח שתתמכו בעשייה שלי בסכום חודשי קטן👇🏼
 https://pay.sumit.co.il/25696t/4nqbw3

תהנו תכתיבו📝 ושתפו עם חברים.ות 📩
הנרי -  Henryai.online  💛",כלי בינה
122,2024-03-15 00:07,"ערב טוב
הכלי הנחמד 👇🏼
 https://fliki.ai/?via=22AI
יצור עבורכם וידאו עם קריינות, מוזיקה ותמונות מתחלפות בקלות רבה, תוכלו ליצור באמצעות פרומפט בטקסט, קישור לכתבה או מוצר ואפילו מצגת ppt
למה זה טוב? ליצירת פרסומת /ריילס שיווקי /סרטון חינוכי ועוד
יש גרסה חינמית, תומך בעברית ועובד בנייד או במחשב.
מוזמנים.ות ליצור ולשתף אותנו בקבוצות הקהילה 👇🏼
 https://bit.ly/aigroups
תהנו ושתפו עם חברים.ות
הנרי -  Henryai.online  💛",כלי בינה
123,2024-03-17 17:00,"מיקרוסופט מוציאה עדכון לשירות Copilot Pro
כעת ניתן להרשם לשירות ברוב העולם כולל ישראל✌🏻

קופיילוט הוא צ'אט בוט חכם עם גישה לאינטרנט, יצירת תמונות ועוד מגוון יכולות וחיבור ליישומי מיקרוסופט השונים כולל ישומי Office 🤖
זמין במחשב, בדפדפן השונים וכאפליקציה, בהרשמה לשירות בתשלום תקבלו חודש חינם 🪄

קופיילוט זמין גם בגרסה חינמית עם אפשרויות מוגבלות 👇🏼
 https://copilot.microsoft.com
העדכון הרשמי👇🏼
 https://www.microsoft.com/en-us/microsoft-365/blog/2024/03/14/bringing-copilot-to-more-customers-worldwide-across-life-and-work
קישור לרכישה 👇🏼
 https://www.microsoft.com/en-us/store/b/copilotpro ",עדכונים
124,2024-03-19 20:30,"שלחו לחברים.ות אדריכלים ומעצבי פנים 🪄
ההרשמה למחזור השני לקורס בינה מלאכותית לאדריכלים נפתחת עכשיו!
נרשמים ראשונים מקבלים קופון של 20% הנחה!

המקומות מוגבל.
פרטים נוספים והרשמה לקורס :
 https://henrystauber22.wixsite.com/henryai/architecture-course
מימוש קוד הקופון:
בנייד - לחצו על ''פרטים'' ואז בתחתית על ''הזנת קוד קופון""
במחשב - בצד ימין לחצו על ''הזנת קוד קופון''
קוד קופון:
FIRST7
פרטי הקורס:
4 מפגשים בזום
משך כל מפגש 90 דקות
ימי רביעי 27.03-17.04
בשעה 11 בבוקר.
ניתן גם לרכוש את הקלטות הקורס.
נתראה!",כלי בינה
125,2024-03-20 21:12,"יש שפע כלי בינה ויש חיסרון לעבוד על כל אחד בנפרד, האתר הישראלי 👇🏼
 https://app.myunicorn.ai/he/register?aff=KJR9DQNWXPFK
מאגד בתוכו כלי בינה שונים, יצירה ועריכת תוכן בטקסט, חיפוש ברשת יצירת תמונות, קריינות ועוד, הכל בתמיכה מלאה בעברית ותחת אותה קורת גג 😃
ממש יוניקורן🦄
כולל גרסה חינמית, נתמך בנייד ובמחשב ✌🏻
הכלי הזה ועוד המון כלים זמין במאגר הכלים שלי, סרטון הדרכה קצר לשימוש במאגר נעוץ בראשו👇🏼
 https://affiliate.notion.so/aitool
תהנו ושתפו עם חברים.ות 📩
הנרי -  Henryai.online  💛",כלי בינה
126,2024-03-24 20:29,"פורים שמח 🥳
מחולל המוזיקה והשירים הנפלא Suno מקבל עדכון לגרסה 3 המאפשרת ליצור שירים איכותיים בני שתי דקות תוך שניות ספורות. גרסה זו כוללת שיפורים כמו איכות שמע משופרת, מגוון רחב יותר של סגנונות, שמירה טובה יותר על ההנחיות שניתנות וכפתור instrumental ליצירת מנגינה בלבד.
סונו כולל גרסה חינמית ותומך בעברית ✌🏻
מדריך מצולם לסונו 👇🏼
 https://youtu.be/nXeqBdmohyI?si=L2IgreP4OEONANho
העדכון הרשמי 👇🏼
 https://www.suno.ai/blog/v3
תהנו ושתפו עם חברים.ות 📩
חג שמח ובשורות טובות 💛
הנרי -  Henryai.online ",עדכונים
